,contract,underlying,expiration,type,strike,style,bid,bid_size,ask,ask_size,volume,open_interest,quote_date,delta,gamma,theta,vega,implied_volatility,mid,T,r,close
2641,A130817C00024000,A,2013-08-17,call,24.0,A,20.45,,21.35,,0,0,2013-01-24,0.9912,0.0019,-0.3351,0.7937,0.3721,20.9,0.5616438356164384,0.1,44.66
2642,A130817C00025000,A,2013-08-17,call,25.0,A,19.5,,20.3,,0,0,2013-01-24,0.9871,0.0027,-0.4434,1.1122,0.3721,19.9,0.5616438356164384,0.1,44.66
2643,A130817C00026000,A,2013-08-17,call,26.0,A,18.4,,19.35,,0,0,2013-01-24,0.9816,0.0036,-0.5769,1.5073,0.3721,18.875,0.5616438356164384,0.1,44.66
2644,A130817C00027000,A,2013-08-17,call,27.0,A,17.5,,18.4,,0,0,2013-01-24,0.9746,0.0047,-0.7367,1.982,0.3721,17.95,0.5616438356164384,0.1,44.66
2645,A130817C00028000,A,2013-08-17,call,28.0,A,16.55,,17.4,,0,0,2013-01-24,0.9658,0.0061,-0.9225,2.5359,0.3721,16.975,0.5616438356164384,0.1,44.66
2646,A130817C00029000,A,2013-08-17,call,29.0,A,15.5,,16.45,,0,0,2013-01-24,0.955,0.0076,-1.133,3.165,0.3721,15.975,0.5616438356164384,0.1,44.66
2647,A130817C00030000,A,2013-08-17,call,30.0,A,14.55,,15.5,,0,0,2013-01-24,0.9467,0.009,-1.2534,3.6282,0.3613,15.025,0.5616438356164384,0.1,44.66
2648,A130817C00031000,A,2013-08-17,call,31.0,A,13.8,,14.4,,0,0,2013-01-24,0.9413,0.0103,-1.2766,3.9142,0.3409,14.1,0.5616438356164384,0.1,44.66
2649,A130817C00032000,A,2013-08-17,call,32.0,A,12.8,,13.5,,0,0,2013-01-24,0.9331,0.0119,-1.344,4.3318,0.325,13.15,0.5616438356164384,0.1,44.66
2650,A130817C00033000,A,2013-08-17,call,33.0,A,12.0,,12.55,,0,0,2013-01-24,0.9089,0.0146,-1.733,5.4774,0.3367,12.275,0.5616438356164384,0.1,44.66
2651,A130817C00034000,A,2013-08-17,call,34.0,A,11.1,,11.5,,0,0,2013-01-24,0.8984,0.0167,-1.7727,5.934,0.318,11.3,0.5616438356164384,0.1,44.66
2652,A130817C00035000,A,2013-08-17,call,35.0,A,10.2,,10.6,,0,0,2013-01-24,0.8807,0.0193,-1.9215,6.6554,0.3085,10.4,0.5616438356164384,0.1,44.66
2653,A130817C00036000,A,2013-08-17,call,36.0,A,9.35,,9.5,,0,0,2013-01-24,0.8678,0.0222,-1.9285,7.152,0.288,9.425,0.5616438356164384,0.1,44.66
2654,A130817C00037000,A,2013-08-17,call,37.0,A,8.5,,8.65,,0,0,2013-01-24,0.843,0.0256,-2.1059,8.0288,0.2814,8.575,0.5616438356164384,0.1,44.66
2655,A130817C00038000,A,2013-08-17,call,38.0,A,7.7,,7.85,,0,0,2013-01-24,0.8132,0.029,-2.3104,8.973,0.2775,7.775,0.5616438356164384,0.1,44.66
2656,A130817C00039000,A,2013-08-17,call,39.0,A,6.95,,7.05,,0,47,2013-01-24,0.7803,0.0324,-2.4987,9.8875,0.2733,7.0,0.5616438356164384,0.1,44.66
2657,A130817C00040000,A,2013-08-17,call,40.0,A,6.2,,6.3,,0,11,2013-01-24,0.7446,0.0358,-2.656,10.7387,0.2684,6.25,0.5616438356164384,0.1,44.66
2658,A130817C00041000,A,2013-08-17,call,41.0,A,5.45,,5.6,,0,8,2013-01-24,0.7062,0.0393,-2.7757,11.5076,0.2624,5.525,0.5616438356164384,0.1,44.66
2659,A130817C00042000,A,2013-08-17,call,42.0,A,4.8,,4.95,,0,28,2013-01-24,0.6636,0.0421,-2.8965,12.1927,0.2591,4.875,0.5616438356164384,0.1,44.66
2660,A130817C00043000,A,2013-08-17,call,43.0,A,4.2,,4.3,,0,9,2013-01-24,0.6191,0.0449,-2.9603,12.7318,0.2541,4.25,0.5616438356164384,0.1,44.66
2661,A130817C00044000,A,2013-08-17,call,44.0,A,3.65,,3.75,,0,1351,2013-01-24,0.5723,0.0467,-3.0113,13.1112,0.2515,3.7,0.5616438356164384,0.1,44.66
2662,A130817C00045000,A,2013-08-17,call,45.0,A,3.1,,3.2,,800,78,2013-01-24,0.5239,0.0485,-2.9814,13.3068,0.2457,3.1500000000000004,0.5616438356164384,0.1,44.66
2663,A130817C00046000,A,2013-08-17,call,46.0,A,2.65,,2.7,,12,107,2013-01-24,0.4748,0.0492,-2.9328,13.304,0.2421,2.675,0.5616438356164384,0.1,44.66
2664,A130817C00047000,A,2013-08-17,call,47.0,A,2.23,,2.27,,0,31,2013-01-24,0.4259,0.0491,-2.846,13.1,0.2389,2.25,0.5616438356164384,0.1,44.66
2665,A130817C00048000,A,2013-08-17,call,48.0,A,1.85,,1.89,,0,52,2013-01-24,0.3778,0.0483,-2.7178,12.6998,0.2356,1.87,0.5616438356164384,0.1,44.66
2666,A130817C00049000,A,2013-08-17,call,49.0,A,1.52,,1.56,,6,50,2013-01-24,0.3315,0.0467,-2.5596,12.1226,0.2327,1.54,0.5616438356164384,0.1,44.66
2667,A130817C00050000,A,2013-08-17,call,50.0,A,1.23,,1.28,,21,63,2013-01-24,0.2874,0.0444,-2.3726,11.3893,0.2298,1.255,0.5616438356164384,0.1,44.66
2668,A130817C00052500,A,2013-08-17,call,52.5,A,0.7,,0.74,,0,11,2013-01-24,0.1899,0.0365,-1.8252,9.0661,0.2225,0.72,0.5616438356164384,0.1,44.66
2669,A130817C00055000,A,2013-08-17,call,55.0,A,0.37,,0.4,,0,38,2013-01-24,0.1165,0.027,-1.2811,6.5439,0.2167,0.385,0.5616438356164384,0.1,44.66
2670,A130817C00060000,A,2013-08-17,call,60.0,A,0.07,,0.12,,0,1,2013-01-24,0.0356,0.0112,-0.4924,2.6199,0.2085,0.095,0.5616438356164384,0.1,44.66
2671,A140118C00020000,A,2014-01-18,call,20.0,A,24.4,,26.6,,0,2,2013-01-24,0.9971,0.0005,-0.1215,0.3875,0.3119,25.5,0.9835616438356164,0.1,44.66
2672,A140118C00023000,A,2014-01-18,call,23.0,A,21.5,,22.65,,0,0,2013-01-24,0.9896,0.002,-0.2618,1.221,0.3119,22.075,0.9835616438356164,0.1,44.66
2673,A140118C00025000,A,2014-01-18,call,25.0,A,19.55,,21.55,,0,36,2013-01-24,0.9794,0.0036,-0.4213,2.1966,0.3119,20.55,0.9835616438356164,0.1,44.66
2674,A140118C00028000,A,2014-01-18,call,28.0,A,16.7,,17.6,,0,0,2013-01-24,0.953,0.0071,-0.767,4.342,0.3119,17.15,0.9835616438356164,0.1,44.66
2675,A140118C00030000,A,2014-01-18,call,30.0,A,15.1,,15.45,,0,15,2013-01-24,0.9267,0.0101,-1.0569,6.1554,0.3119,15.275,0.9835616438356164,0.1,44.66
2676,A140118C00032000,A,2014-01-18,call,32.0,A,13.35,,13.65,,0,104,2013-01-24,0.8979,0.0133,-1.298,7.8842,0.3032,13.5,0.9835616438356164,0.1,44.66
2677,A140118C00035000,A,2014-01-18,call,35.0,A,10.85,,11.05,,0,57,2013-01-24,0.8439,0.0189,-1.6271,10.5922,0.2866,10.95,0.9835616438356164,0.1,44.66
2678,A140118C00037000,A,2014-01-18,call,37.0,A,9.3,,9.5,,0,51,2013-01-24,0.7961,0.0229,-1.8656,12.5315,0.2799,9.4,0.9835616438356164,0.1,44.66
2679,A140118C00040000,A,2014-01-18,call,40.0,A,7.15,,7.35,,3,196,2013-01-24,0.7119,0.0288,-2.1345,15.0992,0.2679,7.25,0.9835616438356164,0.1,44.66
2680,A140118C00042000,A,2014-01-18,call,42.0,A,5.9,,6.1,,2,673,2013-01-24,0.6471,0.0319,-2.2706,16.4398,0.2629,6.0,0.9835616438356164,0.1,44.66
2681,A140118C00045000,A,2014-01-18,call,45.0,A,4.3,,4.45,,156,1040,2013-01-24,0.5427,0.0353,-2.3272,17.552,0.2536,4.375,0.9835616438356164,0.1,44.66
2682,A140118C00050000,A,2014-01-18,call,50.0,A,2.28,,2.37,,25,311,2013-01-24,0.3649,0.0354,-2.0693,16.6319,0.2393,2.325,0.9835616438356164,0.1,44.66
2683,A140118C00052500,A,2014-01-18,call,52.5,A,1.59,,1.67,,40,52,2013-01-24,0.2842,0.0328,-1.8175,15.0017,0.2335,1.63,0.9835616438356164,0.1,44.66
2684,A140118C00055000,A,2014-01-18,call,55.0,A,1.09,,1.16,,0,371,2013-01-24,0.2156,0.0288,-1.5419,12.9489,0.2299,1.125,0.9835616438356164,0.1,44.66
2685,A140118C00060000,A,2014-01-18,call,60.0,A,0.47,,0.53,,0,79,2013-01-24,0.114,0.0195,-0.9883,8.5376,0.2241,0.5,0.9835616438356164,0.1,44.66
2686,A150117C00020000,A,2015-01-17,call,20.0,A,24.25,,25.45,,0,0,2013-01-24,0.9843,0.0021,-0.2431,2.4781,0.296,24.85,1.9808219178082191,0.1,44.66
2687,A150117C00023000,A,2015-01-17,call,23.0,A,21.15,,23.95,,0,0,2013-01-24,0.9653,0.0041,-0.4243,4.8211,0.296,22.55,1.9808219178082191,0.1,44.66
2688,A150117C00025000,A,2015-01-17,call,25.0,A,18.85,,21.05,,0,0,2013-01-24,0.9469,0.0057,-0.575,6.7966,0.296,19.950000000000003,1.9808219178082191,0.1,44.66
2689,A150117C00028000,A,2015-01-17,call,28.0,A,17.55,,18.2,,0,0,2013-01-24,0.9054,0.0088,-0.8877,10.5871,0.3063,17.875,1.9808219178082191,0.1,44.66
2690,A150117C00030000,A,2015-01-17,call,30.0,A,15.95,,16.6,,0,0,2013-01-24,0.8766,0.0107,-1.0543,12.8196,0.3041,16.275,1.9808219178082191,0.1,44.66
2691,A150117C00033000,A,2015-01-17,call,33.0,A,13.8,,14.1,,0,0,2013-01-24,0.8287,0.0137,-1.2644,15.9734,0.296,13.95,1.9808219178082191,0.1,44.66
2692,A150117C00035000,A,2015-01-17,call,35.0,A,12.4,,12.7,,0,0,2013-01-24,0.7916,0.0156,-1.4029,18.0239,0.2929,12.55,1.9808219178082191,0.1,44.66
2693,A150117C00037000,A,2015-01-17,call,37.0,A,10.75,,11.4,,0,9,2013-01-24,0.7543,0.0178,-1.4757,19.7794,0.2816,11.075,1.9808219178082191,0.1,44.66
2694,A150117C00040000,A,2015-01-17,call,40.0,A,9.25,,9.6,,0,279,2013-01-24,0.6881,0.0198,-1.6631,22.2247,0.2847,9.425,1.9808219178082191,0.1,44.66
2695,A150117C00042000,A,2015-01-17,call,42.0,A,8.1,,8.4,,0,237,2013-01-24,0.6435,0.0213,-1.7085,23.4239,0.2782,8.25,1.9808219178082191,0.1,44.66
2696,A150117C00045000,A,2015-01-17,call,45.0,A,6.7,,6.9,,0,22,2013-01-24,0.5748,0.0228,-1.7611,24.6225,0.2738,6.800000000000001,1.9808219178082191,0.1,44.66
2697,A150117C00047000,A,2015-01-17,call,47.0,A,5.75,,6.05,,0,17,2013-01-24,0.5284,0.0235,-1.759,25.0005,0.27,5.9,1.9808219178082191,0.1,44.66
2698,A150117C00050000,A,2015-01-17,call,50.0,A,4.55,,4.85,,0,28,2013-01-24,0.4592,0.0239,-1.7102,24.9328,0.2639,4.699999999999999,1.9808219178082191,0.1,44.66
2699,A150117C00052500,A,2015-01-17,call,52.5,A,3.75,,4.05,,0,4,2013-01-24,0.4047,0.0237,-1.6464,24.3449,0.2607,3.9,1.9808219178082191,0.1,44.66
2700,A150117C00055000,A,2015-01-17,call,55.0,A,3.0,,3.3,,0,17,2013-01-24,0.3506,0.0231,-1.5399,23.2862,0.2553,3.15,1.9808219178082191,0.1,44.66
2701,A150117C00060000,A,2015-01-17,call,60.0,A,1.93,,2.15,,0,5,2013-01-24,0.2566,0.0207,-1.2977,20.2395,0.2482,2.04,1.9808219178082191,0.1,44.66
2702,A130216C00018000,A,2013-02-16,call,18.0,A,25.75,,28.85,,0,0,2013-01-25,0.9997,0.0,0.1683,0.0,0.4165,27.3,0.0602739726027397,0.1,45.290003
2703,A130216C00019000,A,2013-02-16,call,19.0,A,24.75,,27.85,,0,0,2013-01-25,0.9997,0.0,0.1653,0.0,0.4165,26.3,0.0602739726027397,0.1,45.290003
2704,A130216C00020000,A,2013-02-16,call,20.0,A,23.75,,26.85,,0,0,2013-01-25,0.9997,0.0,0.1623,0.0,0.4165,25.3,0.0602739726027397,0.1,45.290003
2705,A130216C00021000,A,2013-02-16,call,21.0,A,22.75,,25.75,,0,0,2013-01-25,0.9997,0.0,0.1592,0.0,0.4165,24.25,0.0602739726027397,0.1,45.290003
2706,A130216C00022000,A,2013-02-16,call,22.0,A,21.75,,24.85,,0,0,2013-01-25,0.9997,0.0,0.1562,0.0,0.4165,23.3,0.0602739726027397,0.1,45.290003
2707,A130216C00023000,A,2013-02-16,call,23.0,A,20.75,,23.85,,0,0,2013-01-25,0.9997,0.0,0.1532,0.0,0.4165,22.3,0.0602739726027397,0.1,45.290003
2708,A130216C00024000,A,2013-02-16,call,24.0,A,19.75,,22.85,,0,0,2013-01-25,0.9997,0.0,0.1501,0.0,0.4165,21.3,0.0602739726027397,0.1,45.290003
2709,A130216C00025000,A,2013-02-16,call,25.0,A,18.75,,21.8,,0,0,2013-01-25,0.9997,0.0,0.1471,0.0,0.4165,20.275,0.0602739726027397,0.1,45.290003
2710,A130216C00026000,A,2013-02-16,call,26.0,A,17.75,,20.8,,0,0,2013-01-25,0.9997,0.0,0.1441,0.0,0.4165,19.275,0.0602739726027397,0.1,45.290003
2711,A130216C00027000,A,2013-02-16,call,27.0,A,17.4,,18.6,,0,0,2013-01-25,0.9997,0.0,0.1409,0.0,0.4165,18.0,0.0602739726027397,0.1,45.290003
2712,A130216C00028000,A,2013-02-16,call,28.0,A,16.4,,17.6,,0,0,2013-01-25,0.9997,0.0,0.1379,0.0,0.4165,17.0,0.0602739726027397,0.1,45.290003
2713,A130216C00029000,A,2013-02-16,call,29.0,A,15.4,,16.6,,0,0,2013-01-25,0.9997,0.0,0.1343,0.0002,0.4165,16.0,0.0602739726027397,0.1,45.290003
2714,A130216C00030000,A,2013-02-16,call,30.0,A,14.5,,15.6,,0,3,2013-01-25,0.9997,0.0,0.129,0.0008,0.4165,15.05,0.0602739726027397,0.1,45.290003
2715,A130216C00031000,A,2013-02-16,call,31.0,A,13.5,,14.65,,0,4,2013-01-25,0.9996,0.0001,0.1182,0.003,0.4165,14.075,0.0602739726027397,0.1,45.290003
2716,A130216C00032000,A,2013-02-16,call,32.0,A,12.55,,13.65,,0,1,2013-01-25,0.9995,0.0002,0.0917,0.0095,0.4165,13.1,0.0602739726027397,0.1,45.290003
2717,A130216C00033000,A,2013-02-16,call,33.0,A,11.55,,12.65,,0,0,2013-01-25,0.999,0.0005,0.0278,0.0267,0.4165,12.1,0.0602739726027397,0.1,45.290003
2718,A130216C00034000,A,2013-02-16,call,34.0,A,10.55,,11.65,,0,0,2013-01-25,0.9978,0.0013,-0.1146,0.0658,0.4165,11.1,0.0602739726027397,0.1,45.290003
2719,A130216C00035000,A,2013-02-16,call,35.0,A,9.8,,10.6,,0,116,2013-01-25,0.9952,0.0028,-0.4011,0.1453,0.4165,10.2,0.0602739726027397,0.1,45.290003
2720,A130216C00036000,A,2013-02-16,call,36.0,A,8.9,,9.6,,0,114,2013-01-25,0.9898,0.0057,-0.9198,0.2899,0.4165,9.25,0.0602739726027397,0.1,45.290003
2721,A130216C00037000,A,2013-02-16,call,37.0,A,8.3,,8.4,,0,775,2013-01-25,0.9726,0.0128,-2.5131,0.6858,0.4469,8.350000000000001,0.0602739726027397,0.1,45.290003
2722,A130216C00038000,A,2013-02-16,call,38.0,A,7.3,,7.45,,0,1127,2013-01-25,0.9632,0.0176,-3.0179,0.8764,0.4165,7.375,0.0602739726027397,0.1,45.290003
2723,A130216C00039000,A,2013-02-16,call,39.0,A,6.35,,6.45,,0,14734,2013-01-25,0.943,0.0258,-4.2017,1.2481,0.4029,6.4,0.0602739726027397,0.1,45.290003
2724,A130216C00040000,A,2013-02-16,call,40.0,A,5.35,,5.45,,0,2213,2013-01-25,0.9352,0.0331,-4.013,1.3808,0.3479,5.4,0.0602739726027397,0.1,45.290003
2725,A130216C00041000,A,2013-02-16,call,41.0,A,4.4,,4.5,,0,1150,2013-01-25,0.9048,0.0477,-5.0239,1.8494,0.3232,4.45,0.0602739726027397,0.1,45.290003
2726,A130216C00042000,A,2013-02-16,call,42.0,A,3.5,,3.6,,3,1627,2013-01-25,0.8527,0.0682,-6.5475,2.5184,0.3078,3.55,0.0602739726027397,0.1,45.290003
2727,A130216C00043000,A,2013-02-16,call,43.0,A,2.63,,2.71,,20,4272,2013-01-25,0.7864,0.0944,-7.5924,3.1841,0.2814,2.67,0.0602739726027397,0.1,45.290003
2728,A130216C00044000,A,2013-02-16,call,44.0,A,1.89,,1.95,,44,14693,2013-01-25,0.6813,0.1202,-8.9959,3.9066,0.2711,1.92,0.0602739726027397,0.1,45.290003
2729,A130216C00045000,A,2013-02-16,call,45.0,A,1.26,,1.29,,111,1198,2013-01-25,0.5524,0.1395,-9.5365,4.3289,0.2589,1.275,0.0602739726027397,0.1,45.290003
2730,A130216C00046000,A,2013-02-16,call,46.0,A,0.76,,0.79,,64,664,2013-01-25,0.4086,0.1428,-8.9982,4.2521,0.2484,0.775,0.0602739726027397,0.1,45.290003
2731,A130216C00047000,A,2013-02-16,call,47.0,A,0.42,,0.45,,143,284,2013-01-25,0.2738,0.1247,-7.5815,3.6455,0.2439,0.435,0.0602739726027397,0.1,45.290003
2732,A130216C00048000,A,2013-02-16,call,48.0,A,0.21,,0.23,,6,241,2013-01-25,0.1634,0.0944,-5.4967,2.7002,0.2386,0.22,0.0602739726027397,0.1,45.290003
2733,A130216C00049000,A,2013-02-16,call,49.0,A,0.09,,0.11,,0,209,2013-01-25,0.0864,0.0614,-3.4511,1.7249,0.2344,0.1,0.0602739726027397,0.1,45.290003
2734,A130216C00050000,A,2013-02-16,call,50.0,A,0.03,,0.07,,0,86,2013-01-25,0.0454,0.0366,-2.1254,1.045,0.2382,0.05,0.0602739726027397,0.1,45.290003
2735,A130216C00055000,A,2013-02-16,call,55.0,A,0.0,,0.03,,0,10,2013-01-25,0.0004,0.0005,-0.0329,0.0162,0.2382,0.015,0.0602739726027397,0.1,45.290003
2736,A130216C00060000,A,2013-02-16,call,60.0,A,0.0,,0.03,,0,2,2013-01-25,0.0,0.0,-0.0001,0.0,0.2382,0.015,0.0602739726027397,0.1,45.290003
2737,A130316C00035000,A,2013-03-16,call,35.0,A,9.4,,11.3,,0,0,2013-01-25,0.9849,0.0068,-0.8835,0.6326,0.3332,10.35,0.136986301369863,0.1,45.290003
2738,A130316C00037000,A,2013-03-16,call,37.0,A,7.65,,9.2,,0,0,2013-01-25,0.9568,0.0165,-1.9873,1.5264,0.3332,8.425,0.136986301369863,0.1,45.290003
2739,A130316C00038000,A,2013-03-16,call,38.0,A,6.55,,7.8,,0,0,2013-01-25,0.9413,0.0222,-2.3956,1.9495,0.3174,7.175,0.136986301369863,0.1,45.290003
2740,A130316C00039000,A,2013-03-16,call,39.0,A,6.35,,6.8,,0,0,2013-01-25,0.9144,0.0302,-3.1043,2.6055,0.3111,6.574999999999999,0.136986301369863,0.1,45.290003
2741,A130316C00040000,A,2013-03-16,call,40.0,A,5.4,,5.85,,0,0,2013-01-25,0.8869,0.0393,-3.567,3.1932,0.2931,5.625,0.136986301369863,0.1,45.290003
2742,A130316C00041000,A,2013-03-16,call,41.0,A,4.55,,4.95,,0,0,2013-01-25,0.8394,0.0506,-4.4498,4.0609,0.2895,4.75,0.136986301369863,0.1,45.290003
2743,A130316C00042000,A,2013-03-16,call,42.0,A,3.75,,3.9,,0,0,2013-01-25,0.7979,0.0645,-4.6508,4.6904,0.2624,3.825,0.136986301369863,0.1,45.290003
2744,A130316C00043000,A,2013-03-16,call,43.0,A,3.0,,3.1,,0,11,2013-01-25,0.7278,0.0784,-5.2909,5.5279,0.2543,3.05,0.136986301369863,0.1,45.290003
2745,A130316C00044000,A,2013-03-16,call,44.0,A,2.31,,2.36,,10,14,2013-01-25,0.6449,0.0916,-5.6773,6.1994,0.244,2.335,0.136986301369863,0.1,45.290003
2746,A130316C00045000,A,2013-03-16,call,45.0,A,1.7,,1.74,,2,223,2013-01-25,0.5486,0.1008,-5.8237,6.5932,0.2359,1.72,0.136986301369863,0.1,45.290003
2747,A130316C00046000,A,2013-03-16,call,46.0,A,1.19,,1.22,,65,65,2013-01-25,0.4448,0.1041,-5.6063,6.5789,0.228,1.205,0.136986301369863,0.1,45.290003
2748,A130316C00047000,A,2013-03-16,call,47.0,A,0.79,,0.82,,0,21,2013-01-25,0.342,0.099,-5.0797,6.1147,0.2226,0.8049999999999999,0.136986301369863,0.1,45.290003
2749,A130316C00048000,A,2013-03-16,call,48.0,A,0.5,,0.52,,2,1,2013-01-25,0.2476,0.0873,-4.266,5.2641,0.2174,0.51,0.136986301369863,0.1,45.290003
2750,A130316C00049000,A,2013-03-16,call,49.0,A,0.3,,0.33,,0,91,2013-01-25,0.1706,0.0709,-3.3794,4.2227,0.2149,0.315,0.136986301369863,0.1,45.290003
2751,A130316C00050000,A,2013-03-16,call,50.0,A,0.17,,0.2,,0,60,2013-01-25,0.1119,0.0536,-2.5165,3.169,0.2134,0.185,0.136986301369863,0.1,45.290003
2752,A130316C00052500,A,2013-03-16,call,52.5,A,0.01,,0.08,,0,0,2013-01-25,0.0273,0.0185,-0.7963,1.0478,0.2044,0.045,0.136986301369863,0.1,45.290003
2753,A130316C00055000,A,2013-03-16,call,55.0,A,0.0,,0.03,,0,0,2013-01-25,0.0088,0.0066,-0.3217,0.3968,0.2184,0.015,0.136986301369863,0.1,45.290003
2754,A130518C00018000,A,2013-05-18,call,18.0,A,25.15,,29.15,,0,0,2013-01-25,0.9984,0.0,0.1836,0.0,0.2899,27.15,0.3095890410958904,0.1,45.290003
2755,A130518C00019000,A,2013-05-18,call,19.0,A,24.15,,28.15,,0,0,2013-01-25,0.9984,0.0,0.1805,0.0,0.2899,26.15,0.3095890410958904,0.1,45.290003
2756,A130518C00020000,A,2013-05-18,call,20.0,A,23.75,,27.05,,0,0,2013-01-25,0.9984,0.0,0.1775,0.0,0.2899,25.4,0.3095890410958904,0.1,45.290003
2757,A130518C00021000,A,2013-05-18,call,21.0,A,22.2,,26.15,,0,0,2013-01-25,0.9984,0.0,0.1744,0.0001,0.2899,24.175,0.3095890410958904,0.1,45.290003
2758,A130518C00022000,A,2013-05-18,call,22.0,A,21.25,,24.9,,0,0,2013-01-25,0.9984,0.0,0.1713,0.0002,0.2899,23.075,0.3095890410958904,0.1,45.290003
2759,A130518C00023000,A,2013-05-18,call,23.0,A,20.25,,24.0,,0,0,2013-01-25,0.9984,0.0,0.168,0.001,0.2899,22.125,0.3095890410958904,0.1,45.290003
2760,A130518C00024000,A,2013-05-18,call,24.0,A,19.75,,22.8,,0,0,2013-01-25,0.9984,0.0,0.164,0.003,0.2899,21.275,0.3095890410958904,0.1,45.290003
2761,A130518C00025000,A,2013-05-18,call,25.0,A,18.75,,21.8,,0,5,2013-01-25,0.9983,0.0,0.1585,0.0082,0.2899,20.275,0.3095890410958904,0.1,45.290003
2762,A130518C00026000,A,2013-05-18,call,26.0,A,17.75,,20.9,,0,0,2013-01-25,0.9982,0.0001,0.15,0.0199,0.2899,19.325,0.3095890410958904,0.1,45.290003
2763,A130518C00027000,A,2013-05-18,call,27.0,A,16.75,,18.85,,0,0,2013-01-25,0.9979,0.0002,0.1354,0.0443,0.2899,17.8,0.3095890410958904,0.1,45.290003
2764,A130518C00028000,A,2013-05-18,call,28.0,A,15.85,,17.85,,0,0,2013-01-25,0.9973,0.0005,0.1104,0.0909,0.2899,16.85,0.3095890410958904,0.1,45.290003
2765,A130518C00029000,A,2013-05-18,call,29.0,A,15.4,,16.75,,0,0,2013-01-25,0.9962,0.0009,0.0684,0.1734,0.2899,16.075,0.3095890410958904,0.1,45.290003
2766,A130518C00030000,A,2013-05-18,call,30.0,A,14.45,,15.8,,0,3,2013-01-25,0.9942,0.0017,0.0013,0.3091,0.2899,15.125,0.3095890410958904,0.1,45.290003
2767,A130518C00031000,A,2013-05-18,call,31.0,A,12.95,,14.8,,0,0,2013-01-25,0.9909,0.0028,-0.1006,0.5183,0.2899,13.875,0.3095890410958904,0.1,45.290003
2768,A130518C00032000,A,2013-05-18,call,32.0,A,12.5,,13.8,,0,1,2013-01-25,0.9857,0.0045,-0.247,0.8217,0.2899,13.15,0.3095890410958904,0.1,45.290003
2769,A130518C00033000,A,2013-05-18,call,33.0,A,10.9,,12.85,,0,38,2013-01-25,0.978,0.0068,-0.4466,1.2376,0.2899,11.875,0.3095890410958904,0.1,45.290003
2770,A130518C00034000,A,2013-05-18,call,34.0,A,10.05,,11.85,,0,0,2013-01-25,0.9669,0.0097,-0.7051,1.7779,0.2899,10.95,0.3095890410958904,0.1,45.290003
2771,A130518C00035000,A,2013-05-18,call,35.0,A,9.6,,10.95,,0,0,2013-01-25,0.9519,0.0134,-1.0239,2.4455,0.2899,10.275,0.3095890410958904,0.1,45.290003
2772,A130518C00036000,A,2013-05-18,call,36.0,A,7.85,,9.95,,0,162,2013-01-25,0.9355,0.0173,-1.3089,3.1021,0.2842,8.899999999999999,0.3095890410958904,0.1,45.290003
2773,A130518C00037000,A,2013-05-18,call,37.0,A,8.6,,8.7,,0,402,2013-01-25,0.8969,0.0231,-2.0956,4.4537,0.3058,8.649999999999999,0.3095890410958904,0.1,45.290003
2774,A130518C00038000,A,2013-05-18,call,38.0,A,7.7,,7.85,,2,102,2013-01-25,0.87,0.0278,-2.4573,5.2674,0.3002,7.775,0.3095890410958904,0.1,45.290003
2775,A130518C00039000,A,2013-05-18,call,39.0,A,6.8,,6.95,,0,181,2013-01-25,0.8444,0.033,-2.6595,5.9586,0.2857,6.875,0.3095890410958904,0.1,45.290003
2776,A130518C00040000,A,2013-05-18,call,40.0,A,6.0,,6.1,,2,513,2013-01-25,0.8074,0.0387,-3.0084,6.8357,0.2799,6.05,0.3095890410958904,0.1,45.290003
2777,A130518C00041000,A,2013-05-18,call,41.0,A,5.2,,5.3,,0,338,2013-01-25,0.7665,0.0446,-3.2845,7.6584,0.2715,5.25,0.3095890410958904,0.1,45.290003
2778,A130518C00042000,A,2013-05-18,call,42.0,A,4.45,,4.55,,0,631,2013-01-25,0.7188,0.0506,-3.5425,8.445,0.2645,4.5,0.3095890410958904,0.1,45.290003
2779,A130518C00043000,A,2013-05-18,call,43.0,A,3.75,,3.85,,1,418,2013-01-25,0.6651,0.0561,-3.7432,9.1256,0.2577,3.8,0.3095890410958904,0.1,45.290003
2780,A130518C00044000,A,2013-05-18,call,44.0,A,3.1,,3.2,,0,378,2013-01-25,0.6064,0.061,-3.8549,9.6428,0.2506,3.1500000000000004,0.3095890410958904,0.1,45.290003
2781,A130518C00045000,A,2013-05-18,call,45.0,A,2.52,,2.58,,3,1187,2013-01-25,0.5429,0.065,-3.8562,9.9469,0.2425,2.55,0.3095890410958904,0.1,45.290003
2782,A130518C00046000,A,2013-05-18,call,46.0,A,2.0,,2.06,,43,159,2013-01-25,0.476,0.067,-3.7809,9.9903,0.2363,2.03,0.3095890410958904,0.1,45.290003
2783,A130518C00047000,A,2013-05-18,call,47.0,A,1.56,,1.61,,1716,478,2013-01-25,0.4082,0.0668,-3.611,9.7449,0.231,1.585,0.3095890410958904,0.1,45.290003
2784,A130518C00048000,A,2013-05-18,call,48.0,A,1.19,,1.24,,29,1401,2013-01-25,0.3422,0.0645,-3.3558,9.2196,0.2266,1.215,0.3095890410958904,0.1,45.290003
2785,A130518C00049000,A,2013-05-18,call,49.0,A,0.88,,0.93,,4,41,2013-01-25,0.2792,0.0603,-3.0098,8.4385,0.2218,0.905,0.3095890410958904,0.1,45.290003
