ticker,secid
FCPN,104721.0
FCPNE,104721.0
FCPO,115285.0
FCPS,147531.0
FCPT,208407.0
FCPYQ,9125.0
FCQ,7156.0
FCQ,147206.0
FCQ,147234.0
FCQ,147242.0
FCRA,122441.0
FCRD,142802.0
FCRE,108991.0
FCRI,109925.0
FCRIE,109925.0
FCRS,104724.0
FCRS,109230.0
FCRV,104723.0
FCRZ,105056.0
FCRZE,105056.0
FCS,104584.0
FCSB,129082.0
FCSBE,129082.0
FCSC,104987.0
FCSC,139611.0
FCSCD,139611.0
FCSE,104924.0
FCSEE,104924.0
FCSEQ,104924.0
FCSH,104931.0
FCSH,217072.0
FCSHE,104931.0
FCST,104735.0
FCST,214222.0
FCSTE,104735.0
FCSX,129143.0
FCT,6789.0
FCT,121538.0
FCTE,114638.0
FCTL,104950.0
FCTOA,102706.0
FCTR,104725.0
FCTR,213136.0
FCTTA,102706.0
FCTY,120942.0
FCUS,218163.0
FCUV,204870.0
FCUVE,204870.0
FCV,139957.0
FCV,139970.0
FCV,139971.0
FCVA,104723.0
FCVE,112475.0
FCVT,208444.0
FCWI,8704.0
FCWT,125115.0
FCWTE,125115.0
FCX,105002.0
FCX,105003.0
FCY,5373.0
FCYB,104754.0
FCYP,112930.0
FCYPE,112930.0
FCZA,104727.0
FCZAE,104727.0
FCZI,105056.0
FCZIE,105056.0
FD,104633.0
FDAN,218179.0
FDAT,218392.0
FDB,5304.0
FDB,122096.0
FDB,122097.0
FDB,125621.0
FDBC,104656.0
FDBI,104803.0
FDC,104753.0
FDC,208302.0
FDCB,113431.0
FDCC,104580.0
FDCC,121820.0
FDCE,218849.0
FDD,134141.0
FDD,134142.0
FDD,134148.0
FDEC,215077.0
FDEF,104761.0
FDEI,118507.0
FDEIE,118507.0
FDEM,213525.0
FDEU,208140.0
FDEV,213524.0
FDFT,137341.0
FDFTE,137341.0
FDG,112974.0
FDG,116828.0
FDG,214279.0
FDGR,218850.0
FDGT,6176.0
FDHG,104657.0
FDHT,216714.0
FDHY,213058.0
FDI,104953.0
FDIF,218498.0
FDIG,217553.0
FDIR,104487.0
FDIS,189542.0
FDIS,189543.0
FDIS,189562.0
FDIV,205088.0
FDIV,218784.0
FDIX,104825.0
FDKP,104679.0
FDL,125863.0
FDL,125864.0
FDL,125943.0
FDLB,104654.0
FDLNA,103746.0
FDLO,210050.0
FDLS,217844.0
FDM,107789.0
FDM,124989.0
FDM,124990.0
FDM,124997.0
FDMF,135336.0
FDML,136201.0
FDMLQ,104627.0
FDMO,210049.0
FDMS,112705.0
FDMT,214968.0
FDN,127111.0
FDN,127115.0
FDN,127188.0
FDNB,154991.0
FDNBE,154991.0
FDNH,123167.0
FDNI,104549.0
FDNI,127110.0
FDNI,213353.0
FDNIE,104549.0
FDNO,104910.0
FDNU,104972.0
FDNUV,104972.0
FDNX,104972.0
FDO,104593.0
FDOC,144307.0
FDOG,129425.0
FDOGD,129425.0
FDOGE,129425.0
FDOT,9255.0
FDP,112285.0
FDPC,5345.0
FDPO,104188.0
FDRA,124241.0
FDRE,127000.0
FDRR,210051.0
FDRV,216715.0
FDRY,104969.0
FDS,104579.0
FDSA,125222.0
FDSAE,125222.0
FDT,104632.0
FDT,147587.0
FDT,147609.0
FDT,147610.0
FDTB,218851.0
FDTC,129109.0
FDTR,104632.0
FDTRE,104632.0
FDTS,151979.0
FDTS,151980.0
FDTS,151996.0
FDUS,148228.0
FDV,127182.0
FDV,127188.0
FDV,127189.0
FDV,218076.0
FDVA,121825.0
FDVE,126990.0
FDVF,112140.0
FDVI,112140.0
FDVL,218852.0
FDVS,104762.0
FDVV,210052.0
FDVV,212317.0
FDVV,212318.0
FDWM,216109.0
FDWY,102153.0
FDWYE,102153.0
FDX,104635.0
FDY,101742.0
FDYME,6536.0
FDYMF,6536.0
FE,104878.0
FEAC,214304.0
FEAM,217431.0
FEB,7458.0
FEBF,104596.0
FEBO,218752.0
FEBT,218230.0
FEBW,218231.0
FEBZ,215294.0
FECAX,216303.0
FECC,104764.0
FECOE,111121.0
FECOF,111121.0
FECRX,216304.0
FED,104872.0
FEDL,216547.0
FEDM,104621.0
FEDM,216560.0
FEDP,5352.0
FEDPE,5352.0
FEDS,134046.0
FEDU,212300.0
FEDX,214834.0
FEDY,122449.0
FEED,125778.0
FEEDQ,125778.0
FEEL,138741.0
FEELE,138741.0
FEEM,217554.0
FEET,8156.0
FEETE,8156.0
FEETQ,8156.0
FEEU,166476.0
FEEU,166493.0
FEF,110574.0
FEFN,140416.0
FEFN,140419.0
FEFN,140420.0
FEG,104897.0
FEG,147209.0
FEG,147231.0
FEG,147245.0
FEGL,217863.0
FEGR,144403.0
FEGRE,144403.0
FEGY,161094.0
FEHY,216561.0
FEI,105011.0
FEI,156333.0
FEIC,104540.0
FEIG,216562.0
FEIM,105011.0
FELC,219029.0
FELE,104988.0
FELG,219031.0
FELP,204469.0
FELPQ,204469.0
FELPU,204469.0
FELV,219030.0
FEM,147588.0
FEM,147611.0
FEM,147612.0
FEMA,217640.0
FEMB,205746.0
FEMO,115939.0
FEMOV,115939.0
FEMQ,104638.0
FEMQE,104638.0
FEMQQ,104638.0
FEMS,126185.0
FEMS,151981.0
FEMS,151982.0
FEMS,151995.0
FEMT,104959.0
FEMTE,104959.0
FEMY,215955.0
FEN,104938.0
FEN,121603.0
FENB,127435.0
FENC,211939.0
FENG,147820.0
FENI,219032.0
FENO,138467.0
FENT,104758.0
FENTQ,104758.0
FENX,207207.0
FENY,189546.0
FENY,189547.0
FENY,189564.0
FENYE,104938.0
FENYQ,104938.0
FEO,127510.0
FEOVF,116366.0
FEP,104989.0
FEP,147581.0
FEP,147613.0
FEP,147614.0
FEPI,218894.0
FEPU,110314.0
FEPUE,110314.0
FERG,215506.0
FERO,137466.0
FEROD,5353.0
FERS,111895.0
FERV,112703.0
FES,107074.0
FESM,219033.0
FEST,122449.0
FESX,104765.0
FET,152873.0
FETG,104959.0
FETGE,104959.0
FETM,104639.0
FEU,116406.0
FEU,122108.0
FEU,122109.0
FEUL,212990.0
FEUS,216563.0
FEUZ,205671.0
FEUZ,205674.0
FEUZ,205675.0
FEV,104126.0
FEVI,104601.0
FEVR,215023.0
FEWP,138612.0
FEWPE,138612.0
FEX,100120.0
FEX,129467.0
FEX,129468.0
FEX,129514.0
FEXD,217196.0
FEY,100576.0
FEY,100578.0
FEYE,188953.0
FEZ,116407.0
FEZ,122106.0
FEZ,122107.0
FF,104775.0
FF,137272.0
FFA,104982.0
FFA,121824.0
FFAL,104756.0
FFAX,105007.0
FFAXE,105007.0
FFBA,7537.0
FFBB,125813.0
FFBC,104767.0
FFBG,7759.0
FFBH,104768.0
FFBHD,104768.0
FFBI,7960.0
FFBI,104773.0
FFBK,104909.0
FFBN,118387.0
FFBS,7852.0
FFBT,104111.0
FFBU,126562.0
FFBUE,126562.0
FFBW,212074.0
FFBW,214172.0
FFBZ,104755.0
FFC,112338.0
FFC,116638.0
FFCH,104776.0
FFCO,123505.0
FFCOD,123505.0
FFD,104586.0
FFD,137568.0
FFDB,104859.0
FFDF,104545.0
FFDH,126717.0
FFDHE,126717.0
FFDP,103487.0
FFDV,213889.0
FFEB,214205.0
FFEC,8379.0
FFED,104654.0
FFEDQ,104872.0
FFEF,7923.0
FFER,151634.0
FFES,104750.0
FFEU,212804.0
FFEX,105037.0
FFEXE,105037.0
FFF,9110.0
FFF,110575.0
FFFB,104759.0
FFFC,8378.0
FFFC,116295.0
FFFCE,116295.0
FFFD,108207.0
FFFF,135248.0
FFFG,6773.0
FFFL,104655.0
FFFLD,104655.0
FFFS,121610.0
FFG,104538.0
FFGF,116797.0
FFGI,8752.0
FFGI,104691.0
FFGIE,104691.0
FFGR,127559.0
FFH,104606.0
FFH,116553.0
FFHC,6792.0
FFHG,211392.0
FFHG,211393.0
FFHG,211397.0
FFHH,104562.0
FFHL,128628.0
FFHP,6793.0
FFHS,104777.0
FFI,112140.0
FFIC,104919.0
FFIE,214642.0
FFIH,104603.0
FFIHE,104603.0
FFIN,104770.0
FFIS,121806.0
FFIU,211857.0
FFIU,211858.0
FFIU,211865.0
FFIV,104644.0
FFKT,104609.0
FFKY,104752.0
FFL,147210.0
FFL,147230.0
FFL,147246.0
FFLB,6778.0
FFLC,104544.0
FFLO,162207.0
FFLOE,162207.0
FFLS,218524.0
FFLT,122624.0
FFML,7605.0
FFN,147803.0
FFND,216398.0
FFNM,104756.0
FFNT,104942.0
FFNTQ,147803.0
FFNW,134559.0
FFO,126744.0
FFOG,218587.0
FFOL,104766.0
FFOLE,104766.0
FFOP,151635.0
FFOT,115119.0
FFOX,8537.0
FFP,104542.0
FFPB,7951.0
FFPC,6803.0
FFPM,104547.0
FFR,134143.0
FFR,134144.0
FFR,134149.0
FFRD,116901.0
FFRV,6780.0
FFS,104898.0
FFS,112496.0
FFSG,212225.0
FFSI,8248.0
FFSL,104783.0
FFSLE,104783.0
FFST,5853.0
FFSW,6802.0
FFSW,123783.0
FFSX,104771.0
FFSXD,104771.0
FFTG,212226.0
FFTI,5853.0
FFTI,211394.0
FFTI,211395.0
FFTI,211396.0
FFTIQ,109693.0
FFTY,207012.0
FFTY,207024.0
FFTY,207025.0
FFVX,148780.0
FFVX,148794.0
FFWC,104541.0
FFWD,7926.0
FFWM,7436.0
FFWM,204280.0
FFWR,115119.0
FFX,100121.0
FFY,100577.0
FFY,100579.0
FFYF,104543.0
FG,5959.0
FG,209756.0
FG,218100.0
FGAM,119862.0
FGAME,119862.0
FGAS,104938.0
FGB,122094.0
FGB,122095.0
FGB,129598.0
FGBI,208449.0
FGBN,104778.0
FGCI,104594.0
FGCIE,104594.0
FGCIQ,104594.0
FGD,134862.0
FGD,134863.0
FGD,134865.0
FGDL,217687.0
FGDY,212811.0
FGEM,139466.0
FGEM,139471.0
FGEM,139472.0
FGEN,205809.0
FGF,124326.0
FGF,203878.0
FGFH,104943.0
FGFHE,104943.0
FGGT,136340.0
FGH,101931.0
FGH,105016.0
FGHC,104780.0
FGHH,129622.0
FGHHE,129622.0
FGHLQ,105016.0
FGI,105016.0
FGI,125316.0
FGI,216522.0
FGII,105016.0
FGIV,104781.0
FGIVE,104781.0
FGL,7925.0
FGL,107448.0
FGL,113864.0
FGL,115267.0
FGL,189915.0
FGLB,104643.0
FGLBE,104643.0
FGLC,104999.0
FGLCE,104999.0
FGLD,128671.0
FGLD,217687.0
FGLDE,128671.0
FGLF,109565.0
FGLFD,109565.0
FGLFE,109565.0
FGM,113865.0
FGM,115268.0
FGM,151963.0
FGM,151964.0
FGM,151967.0
FGMC,217540.0
FGMG,104905.0
FGMGQ,104905.0
FGNA,214956.0
FGNI,104779.0
FGNO,104581.0
FGNX,104779.0
FGOC,108123.0
FGOCE,108123.0
FGOCQ,108123.0
FGOVF,117660.0
FGP,104641.0
FGPG,101329.0
FGPR,104641.0
FGPRQ,104641.0
FGRD,104581.0
FGRI,112868.0
FGRO,215316.0
FGT,113863.0
FGT,115269.0
FGWC,110961.0
FGWCE,110961.0
FGWI,110961.0
FGWIE,110961.0
FGXI,134678.0
FH,7195.0
FH,143607.0
FHAI,126993.0
FHAIE,126993.0
FHAL,123729.0
FHB,209918.0
FHBC,103071.0
FHBY,136313.0
FHBYE,136313.0
FHC,104637.0
FHC,147211.0
FHC,147229.0
FHC,147247.0
FHCC,104807.0
FHCL,115039.0
FHCO,104637.0
FHCS,112877.0
FHCSE,112877.0
FHGR,138932.0
FHHI,110803.0
FHHIE,110803.0
FHHIQ,110803.0
FHHQ,110803.0
FHHQE,110803.0
FHI,104634.0
FHI,124322.0
FHK,151959.0
FHK,151960.0
FHK,151972.0
FHL,213528.0
FHLB,128745.0
FHLC,189550.0
FHLC,189551.0
FHLC,189566.0
FHLT,217008.0
FHMS,136219.0
FHN,104845.0
FHO,129209.0
FHON,121439.0
FHP,216815.0
FHPC,6388.0
FHR,112973.0
FHRI,105042.0
FHRX,104782.0
FHS,105649.0
FHS,215223.0
FHSEY,215223.0
FHT,7140.0
FHTI,113010.0
FHTX,214790.0
FHV,125748.0
FHV,125749.0
FHWN,101960.0
FHWY,121757.0
FHY,126361.0
FHYS,217073.0
FI,5040.0
FI,104870.0
FI,188658.0
FIA,104645.0
FIA,205518.0
FIA,205617.0
FIA,205618.0
FIAC,217074.0
FIAU,9295.0
FIAU0,9295.0
FIAX,218099.0
FIBC,8334.0
FIBG,189488.0
FIBG,189495.0
FIBK,141953.0
FIBM,104819.0
FIBP,123699.0
FIBR,108555.0
FIBR,214543.0
FIBRD,108555.0
FIBS,104709.0
FIBSE,104709.0
FIC,104582.0
FICC,122447.0
FICF,162037.0
FICFD,162037.0
FICI,104582.0
FICO,104582.0
FICS,215065.0
FICV,216413.0
FID,188730.0
FIDI,212658.0
FIDM,134268.0
FIDS,104557.0
FIDSE,104557.0
FIDU,189552.0
FIDU,189553.0
FIDU,189567.0
FIEB,129533.0
FIEC,105030.0
FIEE,208890.0
FIEE,208893.0
FIEF,212809.0
FIEG,189327.0
FIEG,189328.0
FIEGF,189327.0
FIEU,188850.0
FIEU,188853.0
FIF,104671.0
FIF,150482.0
FIFG,105575.0
FIFG,208800.0
FIFS,104787.0
FIG,128935.0
FIG,217608.0
FIGB,215469.0
FIGI,124978.0
FIGIA,109983.0
FIGS,215901.0
FIGY,166420.0
FIGY,166466.0
FIHD,208906.0
FIHD,208907.0
FIHL,218395.0
FII,104634.0
FIIF,105227.0
FIIG,218646.0
FIIH,121821.0
FIIHE,121821.0
FIII,125295.0
FIII,214722.0
FIIM,116999.0
FIL,7133.0
FIL,147212.0
FIL,147228.0
FIL,147248.0
FILE,104666.0
FILE,139394.0
FILL,151832.0
FILL,151833.0
FILL,151845.0
FILM,106205.0
FILM,110128.0
FILMD,110128.0
FILME,106205.0
FIMG,104868.0
FIMGE,104868.0
FIN,8105.0
FINB,104786.0
FINC,104817.0
FINCE,104817.0
FIND,104882.0
FINE,8942.0
FINE,219107.0
FINF,151608.0
FINF,151609.0
FINF,151614.0
FINGF,5356.0
FINL,104687.0
FINM,215471.0
FINN,104821.0
FINQ,209965.0
FINS,213751.0
FINU,154836.0
FINU,154837.0
FINU,154841.0
FINV,212340.0
FINW,216267.0
FINX,152350.0
FINX,152351.0
FINX,210013.0
FINX,210033.0
FINX,210034.0
FINZ,154838.0
FINZ,154839.0
FINZ,154840.0
FIO,148096.0
FIO,217407.0
FIOC,104695.0
FIOCE,104695.0
FIOR,128948.0
FIORF,128948.0
FIP,217741.0
FIPW,217741.0
FIQ,162077.0
FIR,7939.0
FIR,9395.0
FIRE,7300.0
FIRE,104693.0
FIRE,129106.0
FIRED,104693.0
FIRM,104873.0
FIRME,104873.0
FIS,112717.0
FISB,104786.0
FISB,129688.0
FISH,102923.0
FISH,188547.0
FISI,104673.0
FISK,189251.0
FISN,147761.0
FISN,147765.0
FISN,147766.0
FISR,213594.0
FISV,104870.0
FIT,104571.0
FIT,105634.0
FIT,207433.0
FITB,104664.0
FITC,6781.0
FITE,212546.0
FITI,123699.0
FITI,137268.0
FITIE,137268.0
FITR,6911.0
FITS,209597.0
FITT,8030.0
FITV,112704.0
FITX,129081.0
FITX,137246.0
FIV,210700.0
FIVA,212657.0
FIVD,5355.0
FIVDE,5355.0
FIVE,104880.0
FIVE,154884.0
FIVEC,104880.0
FIVEE,104880.0
FIVG,213532.0
FIVN,203942.0
FIVR,217117.0
FIVZ,139663.0
FIVZ,139666.0
FIVZ,139667.0
FIW,145788.0
FIW,210657.0
FIW,210658.0
FIWC,121775.0
FIX,103193.0
FIXD,210867.0
FIXN,104598.0
FIXNE,104598.0
FIXT,217640.0
FIXX,212806.0
FIYY,212803.0
FIZ,107912.0
FIZZ,107912.0
FJ,5510.0
FJA,104623.0
FJAN,215228.0
FJC,104622.0
FJC,114295.0
FJNK,214000.0
FJP,147585.0
FJP,147625.0
FJP,147626.0
FJTSY,6916.0
FJUL,214455.0
FJUN,214382.0
FJW,124015.0
FJW,124026.0
FKAN,104789.0
FKBC,6909.0
FKCM,111829.0
FKCMD,111829.0
FKCME,111829.0
FKFC,8288.0
FKFS,104791.0
FKJ,124941.0
FKJ,124942.0
FKKY,104983.0
FKKYD,104983.0
FKL,104985.0
FKL,139999.0
FKL,140000.0
FKL,140002.0
FKLN,7889.0
FKLNE,7889.0
FKLR,107976.0
FKLRE,107976.0
FKLT,104994.0
FKLTE,104994.0
FKM,124939.0
FKM,124940.0
FKO,124937.0
FKO,124938.0
FKO,147586.0
FKO,147623.0
FKO,147624.0
FKU,151955.0
FKU,151956.0
FKU,151970.0
FKWL,104994.0
FKYS,104790.0
FL,111652.0
FLA,104903.0
FLA,104904.0
FLAC,215301.0
FLAF,137599.0
FLAG,104884.0
FLAG,161212.0
FLAG,161213.0
FLAG,161218.0
FLAG,216841.0
FLAI,218617.0
FLAL,151020.0
FLAS,9467.0
FLAT,143731.0
FLAT,143740.0
FLAT,206027.0
FLAU,212243.0
FLAU,212244.0
FLAU,212292.0
FLAX,212729.0
FLAX,212733.0
FLAX,212738.0
FLB,104896.0
FLB,119894.0
FLBC,104682.0
FLBK,104902.0
FLBL,213010.0
FLBR,212245.0
FLBR,212246.0
FLBR,212291.0
FLC,6913.0
FLC,8614.0
FLC,109398.0
FLC,117654.0
FLCA,212247.0
FLCA,212248.0
FLCA,212290.0
FLCB,213928.0
FLCG,105033.0
FLCGQ,105033.0
FLCH,212249.0
FLCH,212250.0
FLCH,212289.0
FLCI,111343.0
FLCM,125628.0
FLCN,8614.0
FLCN,119872.0
FLCO,104636.0
FLCO,210292.0
FLCQE,105033.0
FLCR,112850.0
FLCRE,112850.0
FLCW,104705.0
FLCX,206428.0
FLCXD,206428.0
FLD,5354.0
FLD,105043.0
FLDM,137696.0
FLDR,104888.0
FLDR,213053.0
FLDT,101479.0
FLDV,8776.0
FLDVE,8776.0
FLDZ,217153.0
FLE,104893.0
FLEE,212251.0
FLEE,212252.0
FLEE,212279.0
FLEFE,112467.0
FLEH,212253.0
FLEH,212254.0
FLEH,212278.0
FLEM,104895.0
FLES,138386.0
FLESD,138386.0
FLEU,210488.0
FLEU,210489.0
FLEU,212278.0
FLEU,213508.0
FLEX,112467.0
FLEXF,112467.0
FLF,213417.0
FLFC,6795.0
FLFG,213417.0
FLFL,104795.0
FLFR,212255.0
FLFR,212256.0
FLFR,212288.0
FLFV,217790.0
FLG,100565.0
FLG,100572.0
FLG,147202.0
FLG,147222.0
FLG,147238.0
FLGB,212257.0
FLGB,212258.0
FLGB,212280.0
FLGC,215357.0
FLGE,204405.0
FLGE,204408.0
FLGI,137599.0
FLGIE,137599.0
FLGR,212259.0
FLGR,212260.0
FLGR,212287.0
FLGS,104876.0
FLGS,119865.0
FLGT,210258.0
FLGV,119865.0
FLGV,214385.0
FLH,104665.0
FLHK,212261.0
FLHK,212262.0
FLHK,212286.0
FLHY,213008.0
FLI,8232.0
FLI,102522.0
FLIA,213009.0
FLIB,104794.0
FLIB,161674.0
FLIC,104796.0
FLIN,212730.0
FLIN,212734.0
FLIN,212741.0
FLIO,210818.0
FLIO,210819.0
FLIO,210820.0
FLIP,104567.0
FLIPE,104567.0
FLIR,104548.0
FLIRE,104548.0
FLIY,212263.0
FLIY,212264.0
FLIY,212285.0
FLJ,214016.0
FLJH,212265.0
FLJH,212266.0
FLJH,212277.0
FLJP,212267.0
FLJP,212268.0
FLJP,212284.0
FLK,5372.0
FLKM,155814.0
FLKR,212269.0
FLKR,212270.0
FLKR,212282.0
FLKS,206142.0
FLKY,104792.0
FLL,105042.0
FLLA,213308.0
FLLC,104769.0
FLLC,214017.0
FLLCE,104769.0
FLLV,210220.0
FLM,104894.0
FLM,210659.0
FLM,210660.0
FLM,216007.0
FLMB,211902.0
FLMB,211903.0
FLMB,211904.0
FLME,215788.0
FLMI,211900.0
FLMI,211901.0
FLMI,211905.0
FLMK,104927.0
FLML,104886.0
FLMLY,104886.0
FLMN,211840.0
FLMS,129753.0
FLMX,212271.0
FLMX,212272.0
FLMX,212283.0
FLN,147582.0
FLN,147615.0
FLN,147616.0
FLNA,105039.0
FLNAE,105039.0
FLNB,6912.0
FLNC,216631.0
FLNG,214511.0
FLNT,105039.0
FLNT,139670.0
FLNTE,105039.0
FLO,104914.0
FLO,112611.0
FLOD,104915.0
FLON,111032.0
FLONE,111032.0
FLOR,107357.0
FLOT,148180.0
FLOT,148185.0
FLOT,148186.0
FLOW,104913.0
FLOW,208031.0
FLOW,218589.0
FLOWE,104913.0
FLP,6913.0
FLPB,104793.0
FLPC,136234.0
FLPCE,136234.0
FLQD,209578.0
FLQD,209580.0
FLQD,209581.0
FLQE,209577.0
FLQE,209584.0
FLQE,209585.0
FLQG,209579.0
FLQG,209586.0
FLQG,209587.0
FLQH,209576.0
FLQH,209582.0
FLQH,209583.0
FLQL,211249.0
FLQL,211250.0
FLQL,211256.0
FLQM,211251.0
FLQM,211252.0
FLQM,211258.0
FLQS,211253.0
FLQS,211254.0
FLQS,211257.0
FLR,104918.0
FLR,112487.0
FLRB,125628.0
FLRBE,125628.0
FLRE,112387.0
FLRE,143067.0
FLREE,143067.0
FLRG,214711.0
FLRN,151327.0
FLRN,151328.0
FLRN,151358.0
FLRO,5449.0
FLRP,135151.0
FLRPE,135151.0
FLRT,206345.0
FLRT,206348.0
FLRT,206349.0
FLRT,214122.0
FLRT,216812.0
FLRU,212731.0
FLRU,212735.0
FLRU,212740.0
FLRZ,214042.0
FLS,104916.0
FLSA,213307.0
FLSC,104911.0
FLSCQ,104911.0
FLSF,126716.0
FLSH,112403.0
FLSHF,112403.0
FLSP,214129.0
FLSQE,104911.0
FLSR,189958.0
FLST,104885.0
FLST,110431.0
FLST,113728.0
FLSTD,110431.0
FLSTE,110431.0
FLSTE,113728.0
FLSTO,104885.0
FLSTQ,104885.0
FLSU,138931.0
FLSW,104949.0
FLSW,212732.0
FLSW,212736.0
FLSW,212739.0
FLSY,104892.0
FLSYE,104892.0
FLT,104891.0
FLT,113728.0
FLT,145682.0
FLTB,118387.0
FLTB,205551.0
FLTB,205582.0
FLTB,205583.0
FLTG,121387.0
FLTGE,121387.0
FLTI,105044.0
FLTIE,105044.0
FLTK,104912.0
FLTKE,104912.0
FLTL,122062.0
FLTLV,122062.0
FLTN,217175.0
FLTQE,104893.0
FLTR,147686.0
FLTR,147687.0
FLTR,147688.0
FLTS,113728.0
FLTT,103699.0
FLTTD,103699.0
FLTTE,103699.0
FLTW,104893.0
FLTW,212273.0
FLTW,212274.0
FLTW,212281.0
FLTWE,104893.0
FLTWQ,104893.0
FLTX,155249.0
FLUD,214479.0
FLUG,138631.0
FLUGE,138631.0
FLUX,102396.0
FLUX,214602.0
FLV,100566.0
FLV,100573.0
FLV,214280.0
FLWD,152005.0
FLWE,114638.0
FLWEE,114638.0
FLWFV,112611.0
FLWR,7639.0
FLWRD,7639.0
FLWS,108459.0
FLWV,118969.0
FLXC,112668.0
FLXE,112668.0
FLXE,216731.0
FLXI,104890.0
FLXN,203311.0
FLXP,104901.0
FLXPE,104901.0
FLXR,208878.0
FLXS,104899.0
FLXT,122450.0
FLY,101168.0
FLY,134286.0
FLYA,102522.0
FLYA,216887.0
FLYAF,102522.0
FLYD,217684.0
FLYF,218617.0
FLYI,101749.0
FLYIQ,101749.0
FLYR,107981.0
FLYRE,107981.0
FLYT,105261.0
FLYT,214201.0
FLYTD,105261.0
FLYU,217683.0
FLYW,215885.0
FLYX,145636.0
FLYX,145649.0
FLYX,145650.0
FLYX,216262.0
FLZA,213306.0
FM,106522.0
FM,155112.0
FM,155113.0
FM,155114.0
FMAC,8355.0
FMAC,215652.0
FMACE,8355.0
FMACQ,8355.0
FMAG,215317.0
FMAN,116376.0
FMAO,126933.0
FMAQE,104798.0
FMAR,104798.0
FMAR,215574.0
FMARQ,104798.0
FMAT,189556.0
FMAT,189557.0
FMAT,189571.0
FMAY,214318.0
FMB,204227.0
FMBC,6796.0
FMBH,104800.0
FMBI,104801.0
FMBK,7832.0
FMBL,104607.0
FMBLE,104607.0
FMBM,104537.0
FMBN,104535.0
FMBN,125488.0
FMBP,104810.0
FMBR,104810.0
FMBRE,104810.0
FMC,104550.0
FMCB,104605.0
FMCC,104626.0
FMCI,211264.0
FMCI,213243.0
FMCN,124185.0
FMCO,104551.0
FMCT,8056.0
FMCX,217564.0
FMD,118903.0
FMDA,105049.0
FMDAD,105049.0
FMDAE,105049.0
FMDAY,105049.0
FMDB,5363.0
FMDE,219034.0
FMDG,5547.0
FMDG,211859.0
FMDG,211860.0
FMDG,211864.0
FMDGE,5547.0
FMDYC,105049.0
FMED,134268.0
FMEDE,134268.0
FMER,104874.0
FMET,217552.0
FMF,188618.0
FMF,188619.0
FMF,188620.0
FMFC,104797.0
FMFG,118096.0
FMFK,104808.0
FMFKE,104808.0
FMGH,206165.0
FMGQ,134763.0
FMGQE,134763.0
FMHG,206165.0
FMHI,212231.0
FMI,104991.0
FMI,189182.0
FMIL,214367.0
FMIV,215929.0
FMJE,112598.0
FMJEE,112598.0
FMK,104649.0
FMK,147816.0
FMK,147823.0
FMK,147824.0
FMKIQ,104649.0
FMKT,105000.0
FMLP,122573.0
FMLP,204407.0
FMLP,204410.0
FMLPE,122573.0
FMLY,6779.0
FMLY,104596.0
FMLYE,104596.0
FMM,5362.0
FMM,104547.0
FMM,147203.0
FMM,147223.0
FMM,147239.0
FMMH,122427.0
FMN,104536.0
FMN,116563.0
FMNB,104610.0
FMNG,135183.0
FMNIE,106363.0
FMNIF,106363.0
FMNJ,111829.0
FMNL,134824.0
FMNLE,134824.0
FMNLF,134824.0
FMNTQ,105009.0
FMNY,215944.0
FMO,104627.0
FMO,122632.0
FMOLS,105001.0
FMOM,122427.0
FMOR,104809.0
FMP,122573.0
FMPI,111634.0
FMPO,110562.0
FMPX,122671.0
FMQ,206480.0
FMQQ,216613.0
FMR,105001.0
FMR,128010.0
FMRX,103962.0
FMRXD,103962.0
FMS,105012.0
FMSA,205538.0
FMSB,104814.0
FMSLE,137463.0
FMSLF,137463.0
FMSPR,213099.0
FMST,104683.0
FMST,218649.0
FMT,105009.0
FMTB,143026.0
FMTC,104588.0
FMTCE,104588.0
FMTI,104936.0
FMTID,104936.0
FMTIF,104936.0
FMTX,214412.0
FMU,147201.0
FMU,147221.0
FMU,147237.0
FMV,139959.0
FMV,139974.0
FMV,139975.0
FMVA,104738.0
FMVR,122484.0
FMVRE,122484.0
FMWC,119440.0
FMX,104928.0
FMXI,104921.0
FMXIE,104921.0
FMXIQ,104921.0
FMY,6214.0
FMY,123767.0
FMYR,104596.0
FMYRE,104596.0
FMYY,151494.0
FMYYD,151494.0
FMYYE,151494.0
FN,6501.0
FN,143129.0
FNA,216610.0
FNAM,146243.0
FNAN,104815.0
FNANE,104815.0
FNAT,7240.0
FNATD,7240.0
FNATE,7240.0
FNB,104553.0
FNBBD,104556.0
FNBBE,104556.0
FNBC,6914.0
FNBC,104575.0
FNBC,166323.0
FNBCQ,166323.0
FNBD,104818.0
FNBF,104554.0
FNBG,104818.0
FNBJ,104804.0
FNBN,104552.0
FNBND,104552.0
FNBP,104574.0
FNBQ,104806.0
FNBR,6777.0
FNC,104805.0
FNCB,104813.0
FNCBE,104813.0
FNCCD,104686.0
FNCE,104785.0
FNCF,209469.0
FNCF,209470.0
FNCF,210432.0
FNCH,215441.0
FNCL,189548.0
FNCL,189549.0
FNCL,189565.0
FNCM,104686.0
FNCMC,104686.0
FNCME,104686.0
FNCMQ,104686.0
FNCN,116280.0
FNCNE,116280.0
FNCNQ,116280.0
FNCNV,116280.0
FNCO,7567.0
FNCQE,116280.0
FNCVE,116280.0
FNCX,204144.0
FNCY,113733.0
FNCYQ,9206.0
FND,106762.0
FND,211240.0
FNDA,188692.0
FNDA,188700.0
FNDA,188701.0
