contract,underlying,expiration,type,strike,style,bid,bid_size,ask,ask_size,volume,open_interest,quote_date,delta,gamma,theta,vega,implied_volatility,mid,T,r
A130817C00021000,A,2013-08-17,call,21.0,A,19.95,,23.4,,0,0,2013-01-07,0.9935,0.0011,-0.0401,0.4245,0.3656,21.674999999999997,0.6082191780821918,0.1
A130817C00022000,A,2013-08-17,call,22.0,A,19.75,,21.15,,0,0,2013-01-07,0.9909,0.0016,-0.1089,0.6428,0.3656,20.45,0.6082191780821918,0.1
A130817C00023000,A,2013-08-17,call,23.0,A,18.7,,20.2,,0,0,2013-01-07,0.9872,0.0023,-0.1992,0.9322,0.3656,19.45,0.6082191780821918,0.1
A130817C00024000,A,2013-08-17,call,24.0,A,17.8,,19.2,,0,0,2013-01-07,0.9822,0.0032,-0.3134,1.3005,0.3656,18.5,0.6082191780821918,0.1
A130817C00025000,A,2013-08-17,call,25.0,A,17.2,,18.35,,0,0,2013-01-07,0.9756,0.0044,-0.4526,1.7526,0.3656,17.775,0.6082191780821918,0.1
A130817C00026000,A,2013-08-17,call,26.0,A,16.45,,17.25,,0,0,2013-01-07,0.9673,0.0057,-0.6176,2.2896,0.3656,16.85,0.6082191780821918,0.1
A130817C00027000,A,2013-08-17,call,27.0,A,15.2,,16.2,,0,0,2013-01-07,0.9569,0.0072,-0.8073,2.9086,0.3656,15.7,0.6082191780821918,0.1
A130817C00028000,A,2013-08-17,call,28.0,A,14.5,,15.25,,0,0,2013-01-07,0.9467,0.0088,-0.964,3.4753,0.3595,14.875,0.6082191780821918,0.1
A130817C00029000,A,2013-08-17,call,29.0,A,13.55,,14.3,,0,0,2013-01-07,0.9425,0.01,-0.963,3.7023,0.3362,13.925,0.6082191780821918,0.1
A130817C00030000,A,2013-08-17,call,30.0,A,12.65,,13.4,,0,0,2013-01-07,0.9218,0.0125,-1.2911,4.7383,0.3459,13.025,0.6082191780821918,0.1
A130817C00031000,A,2013-08-17,call,31.0,A,11.85,,12.5,,0,0,2013-01-07,0.8981,0.0149,-1.642,5.8007,0.3553,12.175,0.6082191780821918,0.1
A130817C00032000,A,2013-08-17,call,32.0,A,11.0,,11.6,,0,0,2013-01-07,0.8792,0.0171,-1.8431,6.5727,0.3501,11.3,0.6082191780821918,0.1
A130817C00033000,A,2013-08-17,call,33.0,A,10.15,,10.7,,0,0,2013-01-07,0.8601,0.0195,-1.998,7.2902,0.3409,10.425,0.6082191780821918,0.1
A130817C00034000,A,2013-08-17,call,34.0,A,9.35,,9.75,,0,0,2013-01-07,0.8396,0.0221,-2.1273,7.9973,0.3299,9.55,0.6082191780821918,0.1
A130817C00035000,A,2013-08-17,call,35.0,A,8.6,,8.95,,0,0,2013-01-07,0.8119,0.0246,-2.3507,8.8641,0.3278,8.774999999999999,0.6082191780821918,0.1
A130817C00036000,A,2013-08-17,call,36.0,A,7.75,,8.05,,0,0,2013-01-07,0.7891,0.0278,-2.399,9.507,0.3114,7.9,0.6082191780821918,0.1
A130817C00037000,A,2013-08-17,call,37.0,A,7.05,,7.4,,0,0,2013-01-07,0.7543,0.0301,-2.6422,10.3728,0.3135,7.225,0.6082191780821918,0.1
A130817C00038000,A,2013-08-17,call,38.0,A,6.4,,6.55,,0,0,2013-01-07,0.722,0.033,-2.7452,11.0597,0.305,6.475,0.6082191780821918,0.1
A130817C00039000,A,2013-08-17,call,39.0,A,5.75,,5.85,,0,10,2013-01-07,0.6858,0.0354,-2.8638,11.708,0.3001,5.8,0.6082191780821918,0.1
A130817C00040000,A,2013-08-17,call,40.0,A,5.1,,5.2,,10,11,2013-01-07,0.6477,0.038,-2.942,12.2576,0.294,5.15,0.6082191780821918,0.1
A130817C00041000,A,2013-08-17,call,41.0,A,4.5,,4.6,,0,8,2013-01-07,0.6074,0.04,-2.9991,12.6973,0.2891,4.55,0.6082191780821918,0.1
A130817C00042000,A,2013-08-17,call,42.0,A,3.9,,4.05,,0,8,2013-01-07,0.5654,0.0419,-3.0088,13.0058,0.2829,3.9749999999999996,0.6082191780821918,0.1
A130817C00043000,A,2013-08-17,call,43.0,A,3.4,,3.5,,0,5,2013-01-07,0.522,0.0432,-2.9938,13.1679,0.2778,3.45,0.6082191780821918,0.1
A130817C00044000,A,2013-08-17,call,44.0,A,2.95,,3.0,,0,24,2013-01-07,0.4781,0.0439,-2.9505,13.172,0.2735,2.975,0.6082191780821918,0.1
A130817C00045000,A,2013-08-17,call,45.0,A,2.52,,2.58,,5,32,2013-01-07,0.4344,0.0439,-2.8802,13.0167,0.27,2.55,0.6082191780821918,0.1
A130817C00046000,A,2013-08-17,call,46.0,A,2.14,,2.19,,22,0,2013-01-07,0.3913,0.0434,-2.7753,12.7053,0.2664,2.165,0.6082191780821918,0.1
A130817C00047000,A,2013-08-17,call,47.0,A,1.79,,1.84,,0,29,2013-01-07,0.3477,0.0427,-2.6179,12.2271,0.261,1.815,0.6082191780821918,0.1
A130817C00048000,A,2013-08-17,call,48.0,A,1.48,,1.54,,0,0,2013-01-07,0.3075,0.0411,-2.4633,11.6341,0.258,1.51,0.6082191780821918,0.1
A130817C00049000,A,2013-08-17,call,49.0,A,1.24,,1.27,,24,3,2013-01-07,0.2691,0.0391,-2.2854,10.9256,0.2548,1.255,0.6082191780821918,0.1
A130817C00050000,A,2013-08-17,call,50.0,A,1.0,,1.05,,0,0,2013-01-07,0.2321,0.0367,-2.081,10.1038,0.2508,1.025,0.6082191780821918,0.1
A130817C00055000,A,2013-08-17,call,55.0,A,0.32,,0.37,,0,2,2013-01-07,0.0995,0.022,-1.1407,5.7886,0.2397,0.345,0.6082191780821918,0.1
A130817C00060000,A,2013-08-17,call,60.0,A,0.09,,0.12,,0,1,2013-01-07,0.0365,0.0103,-0.5114,2.6499,0.2346,0.105,0.6082191780821918,0.1
A140118C00020000,A,2014-01-18,call,20.0,A,21.15,,24.35,,0,5,2013-01-07,0.9772,0.0026,-0.2516,1.9418,0.3938,22.75,1.0301369863013699,0.1
A140118C00023000,A,2014-01-18,call,23.0,A,18.6,,20.6,,0,0,2013-01-07,0.9546,0.0052,-0.6156,3.7915,0.3938,19.6,1.0301369863013699,0.1
A140118C00025000,A,2014-01-18,call,25.0,A,17.25,,18.8,,0,37,2013-01-07,0.9381,0.007,-0.8097,4.9648,0.3785,18.025,1.0301369863013699,0.1
A140118C00028000,A,2014-01-18,call,28.0,A,13.75,,16.05,,0,0,2013-01-07,0.9047,0.0106,-1.1311,7.0526,0.3573,14.9,1.0301369863013699,0.1
A140118C00030000,A,2014-01-18,call,30.0,A,12.9,,14.0,,0,10,2013-01-07,0.881,0.0135,-1.2642,8.3447,0.3331,13.45,1.0301369863013699,0.1
A140118C00032000,A,2014-01-18,call,32.0,A,11.5,,12.35,,0,114,2013-01-07,0.8363,0.0165,-1.6497,10.4534,0.3404,11.925,1.0301369863013699,0.1
A140118C00035000,A,2014-01-18,call,35.0,A,9.25,,10.1,,0,61,2013-01-07,0.77,0.0212,-1.9918,12.9368,0.3278,9.675,1.0301369863013699,0.1
A140118C00037000,A,2014-01-18,call,37.0,A,8.1,,8.25,,0,51,2013-01-07,0.7214,0.0248,-2.1082,14.3448,0.3113,8.175,1.0301369863013699,0.1
A140118C00040000,A,2014-01-18,call,40.0,A,6.25,,6.35,,0,193,2013-01-07,0.6344,0.0289,-2.2954,16.1138,0.2997,6.3,1.0301369863013699,0.1
A140118C00042000,A,2014-01-18,call,42.0,A,5.15,,5.25,,0,285,2013-01-07,0.5718,0.0311,-2.3391,16.8398,0.2913,5.2,1.0301369863013699,0.1
A140118C00045000,A,2014-01-18,call,45.0,A,3.75,,3.85,,6,1027,2013-01-07,0.4752,0.0325,-2.3119,17.1103,0.2823,3.8,1.0301369863013699,0.1
A140118C00050000,A,2014-01-18,call,50.0,A,2.03,,2.09,,0,245,2013-01-07,0.3178,0.0311,-1.9565,15.3461,0.2653,2.0599999999999996,1.0301369863013699,0.1
A140118C00055000,A,2014-01-18,call,55.0,A,1.01,,1.07,,0,322,2013-01-07,0.192,0.0248,-1.4467,11.7655,0.2552,1.04,1.0301369863013699,0.1
A140118C00060000,A,2014-01-18,call,60.0,A,0.49,,0.53,,0,79,2013-01-07,0.1086,0.0172,-0.9702,8.0283,0.2504,0.51,1.0301369863013699,0.1
A150117C00020000,A,2015-01-17,call,20.0,A,22.05,,25.0,,0,0,2013-01-07,0.9254,0.0047,-0.708,7.6899,0.4433,23.525,2.0273972602739727,0.1
A150117C00023000,A,2015-01-17,call,23.0,A,19.65,,22.25,,0,0,2013-01-07,0.8983,0.0065,-0.9151,10.001,0.4209,20.95,2.0273972602739727,0.1
A150117C00025000,A,2015-01-17,call,25.0,A,18.3,,19.1,,0,0,2013-01-07,0.8891,0.0079,-0.8619,10.7225,0.3699,18.700000000000003,2.0273972602739727,0.1
A150117C00028000,A,2015-01-17,call,28.0,A,15.9,,16.7,,0,0,2013-01-07,0.8506,0.0103,-1.0719,13.4444,0.3553,16.3,2.0273972602739727,0.1
A150117C00030000,A,2015-01-17,call,30.0,A,14.45,,15.25,,0,0,2013-01-07,0.8194,0.0119,-1.2293,15.3467,0.3511,14.85,2.0273972602739727,0.1
A150117C00033000,A,2015-01-17,call,33.0,A,12.3,,13.1,,0,0,2013-01-07,0.7701,0.0145,-1.3951,17.8848,0.3366,12.7,2.0273972602739727,0.1
A150117C00035000,A,2015-01-17,call,35.0,A,11.0,,11.8,,0,0,2013-01-07,0.7332,0.0161,-1.4992,19.4523,0.3298,11.4,2.0273972602739727,0.1
A150117C00037000,A,2015-01-17,call,37.0,A,9.7,,10.5,,0,10,2013-01-07,0.6946,0.0178,-1.5645,20.8242,0.3195,10.1,2.0273972602739727,0.1
A150117C00040000,A,2015-01-17,call,40.0,A,8.0,,8.8,,0,279,2013-01-07,0.6321,0.0198,-1.65,22.4864,0.3096,8.4,2.0273972602739727,0.1
A150117C00042000,A,2015-01-17,call,42.0,A,7.3,,7.6,,0,259,2013-01-07,0.5893,0.0207,-1.6932,23.2536,0.3059,7.449999999999999,2.0273972602739727,0.1
A150117C00045000,A,2015-01-17,call,45.0,A,5.95,,6.2,,0,21,2013-01-07,0.5239,0.0218,-1.7019,23.871,0.298,6.075,2.0273972602739727,0.1
A150117C00047000,A,2015-01-17,call,47.0,A,5.2,,5.45,,0,16,2013-01-07,0.4816,0.0221,-1.6929,23.9194,0.295,5.325,2.0273972602739727,0.1
A150117C00050000,A,2015-01-17,call,50.0,A,4.1,,4.4,,12,16,2013-01-07,0.4174,0.0223,-1.6218,23.467,0.2871,4.25,2.0273972602739727,0.1
A150117C00055000,A,2015-01-17,call,55.0,A,2.77,,2.98,,0,14,2013-01-07,0.3195,0.0212,-1.444,21.5252,0.2775,2.875,2.0273972602739727,0.1
A150117C00060000,A,2015-01-17,call,60.0,A,1.8,,2.05,,0,3,2013-01-07,0.2382,0.0188,-1.2286,18.6677,0.2713,1.9249999999999998,2.0273972602739727,0.1
A130119C00018000,A,2013-01-19,call,18.0,A,22.25,,25.8,,0,0,2013-01-08,1.0,0.0,-0.0545,0.0,0.2756,24.025,0.030136986301369864,0.1
A130119C00019000,A,2013-01-19,call,19.0,A,21.35,,24.8,,0,0,2013-01-08,1.0,0.0,-0.0575,0.0,0.2756,23.075000000000003,0.030136986301369864,0.1
A130119C00020000,A,2013-01-19,call,20.0,A,21.2,,22.35,,0,5,2013-01-08,1.0,0.0,-0.0606,0.0,0.2756,21.775,0.030136986301369864,0.1
A130119C00021000,A,2013-01-19,call,21.0,A,19.15,,22.8,,0,0,2013-01-08,1.0,0.0,-0.0636,0.0,0.2756,20.975,0.030136986301369864,0.1
A130119C00022000,A,2013-01-19,call,22.0,A,18.3,,21.8,,0,0,2013-01-08,1.0,0.0,-0.0667,0.0,0.2756,20.05,0.030136986301369864,0.1
A130119C00023000,A,2013-01-19,call,23.0,A,19.05,,20.8,,0,0,2013-01-08,1.0,0.0,-0.0696,0.0,0.2756,19.925,0.030136986301369864,0.1
A130119C00024000,A,2013-01-19,call,24.0,A,16.3,,19.75,,0,0,2013-01-08,1.0,0.0,-0.0727,0.0,0.2756,18.025,0.030136986301369864,0.1
A130119C00025000,A,2013-01-19,call,25.0,A,15.35,,18.8,,0,3,2013-01-08,1.0,0.0,-0.0757,0.0,0.2756,17.075,0.030136986301369864,0.1
A130119C00026000,A,2013-01-19,call,26.0,A,14.3,,17.8,,0,0,2013-01-08,1.0,0.0,-0.0788,0.0,0.2756,16.05,0.030136986301369864,0.1
A130119C00027000,A,2013-01-19,call,27.0,A,13.3,,16.8,,0,0,2013-01-08,1.0,0.0,-0.0817,0.0,0.2756,15.05,0.030136986301369864,0.1
A130119C00028000,A,2013-01-19,call,28.0,A,14.05,,15.8,,0,0,2013-01-08,1.0,0.0,-0.0848,0.0,0.2756,14.925,0.030136986301369864,0.1
A130119C00029000,A,2013-01-19,call,29.0,A,11.25,,14.8,,0,0,2013-01-08,1.0,0.0,-0.0878,0.0,0.2756,13.025,0.030136986301369864,0.1
A130119C00030000,A,2013-01-19,call,30.0,A,10.3,,13.8,,0,12,2013-01-08,1.0,0.0,-0.0909,0.0,0.2756,12.05,0.030136986301369864,0.1
A130119C00031000,A,2013-01-19,call,31.0,A,9.15,,12.8,,0,0,2013-01-08,1.0,0.0,-0.0939,0.0,0.2756,10.975000000000001,0.030136986301369864,0.1
A130119C00032000,A,2013-01-19,call,32.0,A,8.85,,11.8,,0,0,2013-01-08,1.0,0.0,-0.0969,0.0,0.2756,10.325,0.030136986301369864,0.1
A130119C00033000,A,2013-01-19,call,33.0,A,8.95,,10.8,,0,0,2013-01-08,1.0,0.0,-0.0999,0.0,0.2756,9.875,0.030136986301369864,0.1
A130119C00034000,A,2013-01-19,call,34.0,A,8.1,,8.35,,0,0,2013-01-08,1.0,0.0,-0.1032,0.0,0.2756,8.225,0.030136986301369864,0.1
A130119C00035000,A,2013-01-19,call,35.0,A,7.2,,7.3,,0,141,2013-01-08,1.0,0.0001,-0.1095,0.0007,0.2756,7.25,0.030136986301369864,0.1
A130119C00036000,A,2013-01-19,call,36.0,A,6.2,,6.3,,0,1002,2013-01-08,0.9997,0.0005,-0.144,0.0072,0.2756,6.25,0.030136986301369864,0.1
A130119C00037000,A,2013-01-19,call,37.0,A,5.2,,5.3,,0,1324,2013-01-08,0.9979,0.0034,-0.3387,0.0466,0.2756,5.25,0.030136986301369864,0.1
A130119C00038000,A,2013-01-19,call,38.0,A,4.2,,4.3,,0,2663,2013-01-08,0.989,0.0148,-1.1136,0.2054,0.2756,4.25,0.030136986301369864,0.1
A130119C00039000,A,2013-01-19,call,39.0,A,3.2,,3.35,,0,1868,2013-01-08,0.9582,0.0456,-3.197,0.6337,0.2756,3.2750000000000004,0.030136986301369864,0.1
A130119C00040000,A,2013-01-19,call,40.0,A,2.3,,2.36,,11,3361,2013-01-08,0.8819,0.101,-6.9418,1.4045,0.2756,2.33,0.030136986301369864,0.1
A130119C00041000,A,2013-01-19,call,41.0,A,1.43,,1.48,,13,2056,2013-01-08,0.7667,0.1758,-9.5036,2.1738,0.2451,1.455,0.030136986301369864,0.1
A130119C00042000,A,2013-01-19,call,42.0,A,0.72,,0.76,,2,2540,2013-01-08,0.5614,0.25,-11.0467,2.7997,0.222,0.74,0.030136986301369864,0.1
A130119C00043000,A,2013-01-19,call,43.0,A,0.27,,0.29,,135,1013,2013-01-08,0.3042,0.2379,-9.1271,2.485,0.2071,0.28,0.030136986301369864,0.1
A130119C00044000,A,2013-01-19,call,44.0,A,0.07,,0.09,,19,774,2013-01-08,0.1159,0.1353,-4.9867,1.3862,0.2031,0.08,0.030136986301369864,0.1
A130119C00045000,A,2013-01-19,call,45.0,A,0.02,,0.04,,0,2357,2013-01-08,0.0458,0.0608,-2.6909,0.6827,0.2227,0.03,0.030136986301369864,0.1
A130119C00046000,A,2013-01-19,call,46.0,A,0.0,,0.02,,0,201,2013-01-08,0.0337,0.0383,-2.5926,0.5318,0.2756,0.01,0.030136986301369864,0.1
A130119C00047000,A,2013-01-19,call,47.0,A,0.0,,0.02,,0,1447,2013-01-08,0.0109,0.0147,-0.9965,0.2044,0.2756,0.01,0.030136986301369864,0.1
A130119C00048000,A,2013-01-19,call,48.0,A,0.0,,0.03,,0,74,2013-01-08,0.003,0.0047,-0.3174,0.0651,0.2756,0.015,0.030136986301369864,0.1
A130119C00049000,A,2013-01-19,call,49.0,A,0.0,,0.03,,0,128,2013-01-08,0.0007,0.0013,-0.0847,0.0174,0.2756,0.015,0.030136986301369864,0.1
A130119C00050000,A,2013-01-19,call,50.0,A,0.0,,0.02,,0,2270,2013-01-08,0.0001,0.0002,-0.0192,0.0039,0.2756,0.01,0.030136986301369864,0.1
A130119C00052500,A,2013-01-19,call,52.5,A,0.0,,0.02,,0,1074,2013-01-08,0.0,0.0,-0.0002,0.0,0.2756,0.01,0.030136986301369864,0.1
A130119C00055000,A,2013-01-19,call,55.0,A,0.0,,0.02,,0,2061,2013-01-08,0.0,0.0,0.0,0.0,0.2756,0.01,0.030136986301369864,0.1
A130119C00057500,A,2013-01-19,call,57.5,A,0.0,,0.02,,0,104,2013-01-08,0.0,0.0,0.0,0.0,0.2756,0.01,0.030136986301369864,0.1
A130119C00060000,A,2013-01-19,call,60.0,A,0.0,,0.02,,0,236,2013-01-08,0.0,0.0,0.0,0.0,0.2756,0.01,0.030136986301369864,0.1
A130119C00065000,A,2013-01-19,call,65.0,A,0.0,,0.02,,0,425,2013-01-08,0.0,0.0,0.0,0.0,0.2756,0.01,0.030136986301369864,0.1
A130119C00070000,A,2013-01-19,call,70.0,A,0.0,,0.02,,0,284,2013-01-08,0.0,0.0,0.0,0.0,0.2756,0.01,0.030136986301369864,0.1
A130216C00018000,A,2013-02-16,call,18.0,A,22.3,,25.8,,0,0,2013-01-08,1.0,0.0,-0.0545,0.0,0.3724,24.05,0.10684931506849316,0.1
A130216C00019000,A,2013-02-16,call,19.0,A,21.3,,24.8,,0,0,2013-01-08,1.0,0.0,-0.0575,0.0,0.3724,23.05,0.10684931506849316,0.1
A130216C00020000,A,2013-02-16,call,20.0,A,20.3,,23.8,,0,0,2013-01-08,1.0,0.0,-0.0605,0.0,0.3724,22.05,0.10684931506849316,0.1
A130216C00021000,A,2013-02-16,call,21.0,A,19.4,,22.8,,0,0,2013-01-08,1.0,0.0,-0.0636,0.0,0.3724,21.1,0.10684931506849316,0.1
A130216C00022000,A,2013-02-16,call,22.0,A,19.75,,20.95,,0,0,2013-01-08,1.0,0.0,-0.0667,0.0,0.3724,20.35,0.10684931506849316,0.1
A130216C00023000,A,2013-02-16,call,23.0,A,19.05,,20.8,,0,0,2013-01-08,1.0,0.0,-0.0696,0.0,0.3724,19.925,0.10684931506849316,0.1
A130216C00024000,A,2013-02-16,call,24.0,A,18.1,,18.5,,0,0,2013-01-08,1.0,0.0,-0.0728,0.0001,0.3724,18.3,0.10684931506849316,0.1
A130216C00025000,A,2013-02-16,call,25.0,A,17.1,,17.5,,0,0,2013-01-08,1.0,0.0,-0.0764,0.0002,0.3724,17.3,0.10684931506849316,0.1
A130216C00026000,A,2013-02-16,call,26.0,A,16.1,,16.5,,0,0,2013-01-08,1.0,0.0,-0.0811,0.0013,0.3724,16.3,0.10684931506849316,0.1
A130216C00027000,A,2013-02-16,call,27.0,A,15.1,,15.5,,0,0,2013-01-08,0.9999,0.0001,-0.0898,0.0046,0.3724,15.3,0.10684931506849316,0.1
A130216C00028000,A,2013-02-16,call,28.0,A,14.1,,14.5,,0,0,2013-01-08,0.9997,0.0002,-0.1087,0.0135,0.3724,14.3,0.10684931506849316,0.1
A130216C00029000,A,2013-02-16,call,29.0,A,13.1,,13.5,,0,0,2013-01-08,0.9992,0.0005,-0.1507,0.0354,0.3724,13.3,0.10684931506849316,0.1
A130216C00030000,A,2013-02-16,call,30.0,A,12.15,,12.45,,0,3,2013-01-08,0.9981,0.0011,-0.2382,0.0833,0.3724,12.3,0.10684931506849316,0.1
A130216C00031000,A,2013-02-16,call,31.0,A,11.15,,11.45,,0,4,2013-01-08,0.9956,0.0025,-0.4054,0.1761,0.3724,11.3,0.10684931506849316,0.1
A130216C00032000,A,2013-02-16,call,32.0,A,10.15,,10.45,,0,1,2013-01-08,0.9908,0.0049,-0.6964,0.3389,0.3724,10.3,0.10684931506849316,0.1
A130216C00033000,A,2013-02-16,call,33.0,A,9.15,,9.65,,0,0,2013-01-08,0.9822,0.0086,-1.1585,0.5984,0.3724,9.4,0.10684931506849316,0.1
A130216C00034000,A,2013-02-16,call,34.0,A,8.2,,8.5,,0,0,2013-01-08,0.9682,0.014,-1.8296,0.9763,0.3724,8.35,0.10684931506849316,0.1
A130216C00035000,A,2013-02-16,call,35.0,A,7.25,,7.5,,0,115,2013-01-08,0.9468,0.0213,-2.7246,1.4811,0.3724,7.375,0.10684931506849316,0.1
A130216C00036000,A,2013-02-16,call,36.0,A,6.35,,6.45,,0,114,2013-01-08,0.9239,0.0292,-3.4383,1.9583,0.3582,6.4,0.10684931506849316,0.1
A130216C00037000,A,2013-02-16,call,37.0,A,5.4,,5.5,,9,746,2013-01-08,0.8995,0.0387,-3.9148,2.4094,0.3327,5.45,0.10684931506849316,0.1
A130216C00038000,A,2013-02-16,call,38.0,A,4.5,,4.6,,10,1142,2013-01-08,0.8591,0.0515,-4.7152,3.0578,0.3173,4.55,0.10684931506849316,0.1
A130216C00039000,A,2013-02-16,call,39.0,A,3.65,,3.75,,6,15507,2013-01-08,0.8035,0.0665,-5.5849,3.7893,0.3045,3.7,0.10684931506849316,0.1
A130216C00040000,A,2013-02-16,call,40.0,A,2.86,,2.93,,0,2062,2013-01-08,0.7338,0.083,-6.2664,4.4911,0.2891,2.895,0.10684931506849316,0.1
A130216C00041000,A,2013-02-16,call,41.0,A,2.15,,2.19,,1,845,2013-01-08,0.6459,0.0988,-6.7396,5.0878,0.2751,2.17,0.10684931506849316,0.1
A130216C00042000,A,2013-02-16,call,42.0,A,1.53,,1.57,,1,1304,2013-01-08,0.5417,0.1099,-6.8808,5.4273,0.2638,1.55,0.10684931506849316,0.1
A130216C00043000,A,2013-02-16,call,43.0,A,1.02,,1.05,,16,4057,2013-01-08,0.4277,0.1137,-6.4961,5.3674,0.2522,1.0350000000000001,0.10684931506849316,0.1
A130216C00044000,A,2013-02-16,call,44.0,A,0.62,,0.65,,0,15248,2013-01-08,0.3122,0.1075,-5.583,4.8408,0.2406,0.635,0.10684931506849316,0.1
A130216C00045000,A,2013-02-16,call,45.0,A,0.35,,0.38,,2,771,2013-01-08,0.2099,0.0905,-4.3918,3.9411,0.2327,0.365,0.10684931506849316,0.1
A130216C00046000,A,2013-02-16,call,46.0,A,0.18,,0.2,,0,365,2013-01-08,0.1279,0.0678,-3.0866,2.8616,0.2254,0.19,0.10684931506849316,0.1
A130216C00047000,A,2013-02-16,call,47.0,A,0.09,,0.11,,0,88,2013-01-08,0.0748,0.0461,-2.0697,1.933,0.2239,0.1,0.10684931506849316,0.1
A130216C00048000,A,2013-02-16,call,48.0,A,0.03,,0.06,,0,120,2013-01-08,0.0376,0.0275,-1.1671,1.12,0.218,0.045,0.10684931506849316,0.1
A130216C00049000,A,2013-02-16,call,49.0,A,0.01,,0.03,,0,209,2013-01-08,0.0176,0.0148,-0.6099,0.5948,0.2146,0.02,0.10684931506849316,0.1
A130216C00050000,A,2013-02-16,call,50.0,A,0.0,,0.04,,0,110,2013-01-08,0.0083,0.0077,-0.3171,0.3093,0.2146,0.02,0.10684931506849316,0.1
A130216C00055000,A,2013-02-16,call,55.0,A,0.0,,0.02,,0,10,2013-01-08,0.0001,0.0001,-0.0046,0.0045,0.2146,0.01,0.10684931506849316,0.1
A130216C00060000,A,2013-02-16,call,60.0,A,0.0,,0.02,,0,2,2013-01-08,0.0,0.0,0.0,0.0,0.2146,0.01,0.10684931506849316,0.1
A130518C00018000,A,2013-05-18,call,18.0,A,22.35,,26.4,,0,0,2013-01-08,0.997,0.0,0.2926,0.0055,0.38,24.375,0.3561643835616438,0.1
A130518C00019000,A,2013-05-18,call,19.0,A,21.35,,25.15,,0,0,2013-01-08,0.9969,0.0001,0.2852,0.0136,0.38,23.25,0.3561643835616438,0.1
A130518C00020000,A,2013-05-18,call,20.0,A,20.65,,24.15,,0,0,2013-01-08,0.9967,0.0001,0.2733,0.0302,0.38,22.4,0.3561643835616438,0.1
A130518C00021000,A,2013-05-18,call,21.0,A,19.35,,23.25,,0,0,2013-01-08,0.9964,0.0002,0.2534,0.0614,0.38,21.3,0.3561643835616438,0.1
A130518C00022000,A,2013-05-18,call,22.0,A,18.7,,22.05,,0,0,2013-01-08,0.9956,0.0005,0.221,0.1159,0.38,20.375,0.3561643835616438,0.1
A130518C00023000,A,2013-05-18,call,23.0,A,17.8,,21.05,,0,0,2013-01-08,0.9944,0.0009,0.1702,0.2044,0.38,19.425,0.3561643835616438,0.1
A130518C00024000,A,2013-05-18,call,24.0,A,17.85,,20.05,,0,0,2013-01-08,0.9924,0.0014,0.0944,0.3395,0.38,18.950000000000003,0.3561643835616438,0.1
A130518C00025000,A,2013-05-18,call,25.0,A,17.2,,17.95,,0,5,2013-01-08,0.9893,0.0022,-0.0137,0.5341,0.38,17.575,0.3561643835616438,0.1
A130518C00026000,A,2013-05-18,call,26.0,A,14.75,,18.05,,0,0,2013-01-08,0.9848,0.0033,-0.1605,0.8005,0.38,16.4,0.3561643835616438,0.1
A130518C00027000,A,2013-05-18,call,27.0,A,15.15,,17.0,,0,0,2013-01-08,0.9784,0.0047,-0.3515,1.1486,0.38,16.075,0.3561643835616438,0.1
A130518C00028000,A,2013-05-18,call,28.0,A,12.9,,16.1,,0,0,2013-01-08,0.9697,0.0066,-0.5899,1.5841,0.38,14.5,0.3561643835616438,0.1
A130518C00029000,A,2013-05-18,call,29.0,A,13.2,,14.25,,0,0,2013-01-08,0.9583,0.0088,-0.8762,2.108,0.38,13.725,0.3561643835616438,0.1
A130518C00030000,A,2013-05-18,call,30.0,A,12.25,,13.5,,0,3,2013-01-08,0.944,0.0112,-1.2079,2.7153,0.38,12.875,0.3561643835616438,0.1
A130518C00031000,A,2013-05-18,call,31.0,A,11.3,,12.25,,0,0,2013-01-08,0.9264,0.0142,-1.5792,3.3955,0.38,11.775,0.3561643835616438,0.1
A130518C00032000,A,2013-05-18,call,32.0,A,10.3,,11.6,,0,1,2013-01-08,0.9054,0.0172,-1.9817,4.1323,0.38,10.95,0.3561643835616438,0.1
A130518C00033000,A,2013-05-18,call,33.0,A,8.95,,10.65,,0,38,2013-01-08,0.881,0.0204,-2.4044,4.9056,0.38,9.8,0.3561643835616438,0.1
A130518C00034000,A,2013-05-18,call,34.0,A,8.6,,9.25,,0,0,2013-01-08,0.8531,0.0237,-2.835,5.6923,0.38,8.925,0.3561643835616438,0.1
A130518C00035000,A,2013-05-18,call,35.0,A,7.8,,8.25,,0,0,2013-01-08,0.8306,0.0273,-3.0002,6.2666,0.363,8.025,0.3561643835616438,0.1
A130518C00036000,A,2013-05-18,call,36.0,A,6.95,,7.4,,0,162,2013-01-08,0.8027,0.0313,-3.2045,6.9052,0.3495,7.175000000000001,0.3561643835616438,0.1
A130518C00037000,A,2013-05-18,call,37.0,A,6.15,,6.3,,0,402,2013-01-08,0.7794,0.0366,-3.1351,7.3838,0.3194,6.225,0.3561643835616438,0.1
A130518C00038000,A,2013-05-18,call,38.0,A,5.4,,5.5,,0,102,2013-01-08,0.7406,0.0413,-3.3496,8.0808,0.3096,5.45,0.3561643835616438,0.1
A130518C00039000,A,2013-05-18,call,39.0,A,4.7,,4.8,,0,183,2013-01-08,0.6953,0.0455,-3.5882,8.7456,0.3045,4.75,0.3561643835616438,0.1
